,Unnamed: 0,Unnamed: 0.1,item,condition,sentence,target,alternative,model 0 correct (max),model 0 correct (sample),model 0 target score,model 0 alternative score,model 1 correct (max),model 1 correct (sample),model 1 target score,model 1 alternative score,model 2 correct (max),model 2 correct (sample),model 2 target score,model 2 alternative score,model 3 correct (max),model 3 correct (sample),model 3 target score,model 3 alternative score,model 4 correct (max),model 4 correct (sample),model 4 target score,model 4 alternative score,lstm 0 correct (max),lstm 0 correct (sample),lstm 0 target score,lstm 0 alternative score,lstm 1 correct (max),lstm 1 correct (sample),lstm 1 target score,lstm 1 alternative score,lstm 2 correct (max),lstm 2 correct (sample),lstm 2 target score,lstm 2 alternative score,lstm 3 correct (max),lstm 3 correct (sample),lstm 3 target score,lstm 3 alternative score,lstm 4 correct (max),lstm 4 correct (sample),lstm 4 target score,lstm 4 alternative score,rnng 0 target score,rnng 0 alternative score,rnng 0 correct (max),rnng 0 correct (sample),rnng 1 target score,rnng 1 alternative score,rnng 1 correct (max),rnng 1 correct (sample),rnng 2 target score,rnng 2 alternative score,rnng 2 correct (max),rnng 2 correct (sample),rnng 3 target score,rnng 3 alternative score,rnng 3 correct (max),rnng 3 correct (sample),rnng 4 target score,rnng 4 alternative score,rnng 4 correct (max),rnng 4 correct (sample)
25,25,25,HumphreysBock_4_CPC,CPC,The gang near the motorcycles,are,is,100,56.70487670648113,-2.8624868392944336,-3.1323070526123047,100,57.16026723379464,-3.251570701599121,-3.539963722229004,100,57.378639477560405,-3.242367744445801,-3.539684295654297,0,38.91606145613738,-3.6671295166015625,-3.2162876129150386,100,52.559520721025216,-3.1813793182373047,-3.2838497161865234,100,56.70487670648113,-2.8624868392944336,-3.1323070526123047,100,57.160267233794634,-3.251570701599121,-3.539963722229004,100,57.378639477560405,-3.2423677444458012,-3.539684295654297,0,38.91606145613738,-3.6671295166015625,-3.2162876129150386,100,52.559520721025216,-3.1813793182373047,-3.2838497161865234,-59.0923,-56.3709,0,6.17223387296153,-53.2298,-53.3324,100,52.56275227115047,-52.1762,-51.6929,0,38.14731816648182,-57.8158,-54.8494,0,4.89671006091215,-49.4244,-51.495,100,88.80126430488477
26,26,26,HumphreysBock_4_CSC,CSC,The gang near the motorcycle,are,is,0,36.75240690765098,-3.6541709899902335,-3.1113176345825195,0,14.713858414254528,-4.558599472045898,-2.801377296447754,0,29.442810052591682,-4.385385513305663,-3.5114116668701167,0,12.629629195361073,-5.160429954528809,-3.2263193130493164,0,15.978070915088495,-4.5288190841674805,-2.8689584732055664,0,36.75240690765098,-3.6541709899902335,-3.1113176345825195,0,14.713858414254528,-4.558599472045898,-2.801377296447754,0,29.442810052591682,-4.385385513305663,-3.5114116668701167,0,12.629629195361073,-5.160429954528809,-3.2263193130493164,0,15.978070915088495,-4.5288190841674805,-2.8689584732055664,-60.9437,-55.417,0,0.39633279992848963,-53.9098,-52.1174,0,14.27787284585585,-51.53,-49.9268,0,16.753484578688678,-58.2936,-54.3873,0,1.9718161616351597,-50.9255,-49.8991,0,26.378263427644473
27,27,27,HumphreysBock_4_PPD,PPD,The bikers on the motorcycles,are,is,100,99.04809407655917,-2.253063201904297,-6.897957801818848,100,91.07434370090822,-3.0966691970825195,-5.419415473937988,100,95.92660751841856,-2.1746883392333984,-5.333795547485352,100,91.57917846769152,-2.9077072143554688,-5.294203758239746,100,92.91942144240866,-2.7018699645996094,-5.276247024536133,100,99.04809407655917,-2.253063201904297,-6.897957801818848,100,91.07434370090822,-3.0966691970825195,-5.419415473937988,100,95.92660751841856,-2.1746883392333984,-5.333795547485352,100,91.57917846769152,-2.9077072143554688,-5.294203758239746,100,92.91942144240866,-2.7018699645996094,-5.276247024536133,-40.9874,-45.682,100,99.0938340124057,-42.919,-46.5913,100,97.52121155938173,-41.184,-44.7764,100,97.32055359914251,-40.1537,-45.568,100,99.5567283026374,-37.9949,-40.6217,100,93.25665920924887
28,28,28,HumphreysBock_4_PPC,PPC,The bikers near the motorcycles,are,is,100,98.60587246081728,-2.3019323348999023,-6.560794353485107,100,93.9726507618455,-2.6865625381469727,-5.433259010314941,100,95.40651269840677,-2.1874170303344727,-5.220924377441406,100,92.16960988489541,-2.7653884887695312,-5.231006622314453,100,89.98779720349073,-2.3571834564208984,-4.55305290222168,100,98.60587246081728,-2.3019323348999023,-6.560794353485107,100,93.9726507618455,-2.6865625381469727,-5.433259010314941,100,95.40651269840677,-2.1874170303344727,-5.220924377441406,100,92.16960988489541,-2.7653884887695312,-5.231006622314453,100,89.98779720349073,-2.3571834564208984,-4.55305290222168,-43.4879,-47.9274,100,98.83358207892753,-47.0568,-50.9284,100,97.9599811666886,-44.985,-48.7205,100,97.66948521990182,-44.0229,-49.4803,100,99.57534804527846,-41.2668,-44.0269,100,94.04812318985012
29,29,29,HumphreysBock_4_PSC,PSC,The bikers near the motorcycle,are,is,100,97.09461898934114,-2.8637380599975586,-6.372859477996826,100,70.99708939325939,-3.5439186096191406,-4.43916130065918,100,88.43096205114892,-2.6256933212280282,-4.65958309173584,100,70.02178099914758,-4.2800989151000985,-5.128434181213379,100,76.05339557592205,-2.8876247406005864,-4.043233871459962,100,97.09461898934114,-2.8637380599975586,-6.372859477996826,100,70.99708939325939,-3.5439186096191406,-4.43916130065918,100,88.43096205114892,-2.625693321228028,-4.65958309173584,100,70.02178099914758,-4.2800989151000985,-5.128434181213379,100,76.05339557592205,-2.8876247406005864,-4.043233871459962,-43.0541,-45.9138,100,94.58179276621831,-46.419,-48.6448,100,90.2542553217792,-44.0719,-46.8128,100,93.93973539197872,-42.6332,-47.5363,100,99.26311683678713,-41.2878,-43.4046,100,89.25253585558268
30,30,30,HumphreysBock_5_CPD,CPD,The hired help in the mansions,are,is,0,20.65054478136026,-4.827363014221191,-3.481243133544922,0,42.76838119954067,-4.095185279846191,-3.803877830505371,100,76.4225188889251,-3.527297019958496,-4.703282356262207,100,82.01037768929244,-5.716357231140138,-7.233407974243164,100,73.02355806551535,-3.197850227355957,-4.1936683654785165,0,20.65054478136026,-4.827363014221191,-3.481243133544922,0,42.76838119954067,-4.095185279846191,-3.803877830505371,100,76.4225188889251,-3.527297019958496,-4.703282356262207,100,82.01037768929244,-5.716357231140138,-7.233407974243164,100,73.02355806551535,-3.197850227355957,-4.1936683654785165,-64.5809,-60.8988,0,2.4552084668417065,-63.9433,-61.3964,0,7.263502236339779,-55.6822,-56.6904,100,73.26677386221239,-69.0649,-64.5066,0,1.0371171152621663,-63.6254,-60.2731,0,3.3819928399559394
31,31,31,HumphreysBock_5_CPC,CPC,The hired help from the mansions,are,is,0,31.379092302364413,-4.544340133666992,-3.761884689331055,0,36.141559943955,-4.6265296936035165,-4.057304382324219,100,86.37296050131286,-3.5061397552490234,-5.352758407592773,100,71.31661765509703,-5.569252967834473,-6.480064392089844,100,62.87776728810577,-3.6175518035888663,-4.144528388977052,0,31.379092302364413,-4.544340133666992,-3.761884689331055,0,36.141559943955,-4.6265296936035165,-4.057304382324219,100,86.37296050131286,-3.5061397552490234,-5.352758407592773,100,71.31661765509703,-5.569252967834473,-6.480064392089844,100,62.87776728810577,-3.6175518035888667,-4.144528388977052,-66.0257,-62.4806,0,2.805588211134144,-64.3165,-61.7732,0,7.287788878767934,-57.9402,-58.521,100,64.12514655426934,-71.8221,-67.6064,0,1.454723864504338,-61.9981,-59.0947,0,5.198574463912473
32,32,32,HumphreysBock_5_CSC,CSC,The hired help from the mansion,are,is,0,10.099744970865286,-4.797719955444336,-2.6115293502807617,0,4.89171101318654,-5.93946647644043,-2.9719924926757812,0,18.46958397962592,-4.576108932495117,-3.0912580490112305,0,6.187277502207983,-6.453142166137695,-3.7343368530273438,0,3.1064678762565423,-5.494462013244629,-2.0543355941772456,0,10.099744970865286,-4.797719955444336,-2.6115293502807617,0,4.89171101318654,-5.93946647644043,-2.971992492675781,0,18.46958397962592,-4.576108932495117,-3.0912580490112305,0,6.187277502207983,-6.453142166137695,-3.734336853027344,0,3.1064678762565423,-5.494462013244629,-2.0543355941772456,-72.6423,-68.3515,0,1.3508974310127666,-70.9676,-67.3709,0,2.668256283665119,-65.1902,-65.3243,100,53.3474850705153,-79.1302,-75.5269,0,2.6511691257531553,-69.9819,-65.3431,0,0.9576693953346574
33,33,33,HumphreysBock_5_PPD,PPD,The hired servants in the mansions,are,is,100,88.17875869015249,-3.483750343322754,-5.493218421936035,100,97.21321787678738,-3.5720176696777344,-7.12403678894043,100,99.12471182713408,-2.998751640319824,-7.72833251953125,100,96.43857370800751,-4.667279243469238,-7.966024398803711,100,98.03990408522192,-2.2814950942993164,-6.193876266479492,100,88.1787586901525,-3.483750343322754,-5.493218421936035,100,97.21321787678738,-3.5720176696777344,-7.12403678894043,100,99.12471182713408,-2.9987516403198238,-7.72833251953125,100,96.43857370800751,-4.667279243469238,-7.966024398803711,100,98.03990408522192,-2.2814950942993164,-6.193876266479492,-67.3489,-65.3592,0,12.02886046285226,-72.7613,-71.7004,0,25.713750109798156,-64.6477,-64.1462,0,37.71882280354151,-70.4186,-66.8323,0,2.6953990772808667,-59.9472,-58.9223,0,26.407403950846554
34,34,34,HumphreysBock_5_PPC,PPC,The hired servants from the mansions,are,is,100,92.11050295740887,-3.562840461730957,-6.020297050476074,100,97.65667467565416,-3.6678867340087886,-7.397773742675781,100,99.18474922786095,-3.586681365966797,-8.387925148010254,100,95.91126233386518,-4.638932228088379,-7.794119358062744,100,97.24031269073132,-2.7585153579711914,-6.3205833435058585,100,92.11050295740887,-3.562840461730957,-6.020297050476074,100,97.65667467565416,-3.6678867340087886,-7.397773742675781,100,99.18474922786095,-3.586681365966797,-8.387925148010254,100,95.91126233386518,-4.638932228088379,-7.794119358062744,100,97.24031269073133,-2.7585153579711914,-6.3205833435058585,-70.7645,-68.4123,0,8.689106351382657,-74.6576,-73.1411,0,17.99774905293113,-66.5729,-66.0941,0,38.25355277663805,-74.8407,-71.5217,0,3.492509819642436,-60.9365,-59.8444,0,25.12230410018671
35,35,35,HumphreysBock_5_PSC,PSC,The hired servants from the mansion,are,is,100,90.23457117249404,-2.9951353073120117,-5.218699455261231,100,90.10142106037901,-3.434788703918457,-5.643333435058594,100,87.42584020837782,-3.602067947387696,-5.541214942932129,100,71.39158818077131,-4.270940780639648,-5.185420036315918,100,89.61092261326088,-2.550262451171875,-4.704984664916992,100,90.23457117249404,-2.995135307312012,-5.218699455261231,100,90.10142106037901,-3.434788703918457,-5.643333435058594,100,87.42584020837782,-3.6020679473876958,-5.541214942932129,100,71.39158818077131,-4.2709407806396475,-5.185420036315918,100,89.61092261326088,-2.550262451171875,-4.704984664916992,-78.4875,-74.5559,0,1.923502533923982,-79.005,-75.2818,0,2.3586768309142547,-73.0627,-71.9625,0,24.970242230465356,-83.1568,-80.2802,0,5.332250530791885,-68.9658,-66.2479,0,6.19253443479866
36,36,36,HumphreysBock_6_CPD,CPD,The squad inside the armored vehicles,are,is,0,12.432270797937186,-4.608492851257324,-2.6563758850097656,0,43.43682715597745,-3.911190032958984,-3.647139549255371,0,27.96643927032957,-4.478632926940918,-3.532505989074707,0,14.1625860092423,-4.1344079971313485,-2.33255672454834,0,23.835986346110325,-3.593724250793457,-2.4320316314697266,0,12.432270797937186,-4.608492851257324,-2.6563758850097656,0,43.43682715597745,-3.911190032958984,-3.647139549255371,0,27.96643927032957,-4.478632926940918,-3.532505989074707,0,14.1625860092423,-4.1344079971313485,-2.33255672454834,0,23.835986346110325,-3.593724250793457,-2.4320316314697266,-67.1617,-64.3598,0,5.722158979523072,-70.069,-68.0817,0,12.054280237372023,-68.8597,-67.2881,0,17.198841869398926,-70.6313,-67.9901,0,6.653346867786496,-62.9256,-65.039,100,89.21987819599815
37,37,37,HumphreysBock_6_CPC,CPC,The squad behind the armored vehicles,are,is,0,19.152784000243305,-4.545431137084961,-3.1053180694580083,0,43.790894331568175,-4.484837532043457,-4.235184669494629,0,34.196781907931445,-4.203163146972656,-3.548625946044922,0,15.257818759092727,-4.193830490112306,-2.47930908203125,0,30.093854858652488,-3.6641578674316406,-2.8213253021240234,0,19.152784000243305,-4.545431137084961,-3.1053180694580083,0,43.790894331568175,-4.484837532043457,-4.235184669494629,0,34.196781907931445,-4.203163146972656,-3.548625946044922,0,15.257818759092727,-4.193830490112306,-2.47930908203125,0,30.093854858652488,-3.6641578674316406,-2.8213253021240234,-60.5376,-58.8169,0,15.178102120785619,-64.866,-63.2448,0,16.503944200665916,-64.3897,-63.2254,0,23.788683096769343,-64.7863,-62.143,0,6.640316313117927,-57.4777,-60.1241,100,93.37887594698007
38,38,38,HumphreysBock_6_CSC,CSC,The squad behind the armored vehicle,are,is,0,10.671541014360637,-4.953238487243652,-2.8284988403320312,0,4.095173252384609,-6.5518531799316415,-3.3983058929443364,0,5.940642223091775,-6.024802207946777,-3.2626934051513667,0,2.274882826627642,-5.624624252319336,-1.8643941879272456,0,11.388903155754953,-4.404109954833984,-2.352492332458496,0,10.671541014360637,-4.953238487243652,-2.8284988403320312,0,4.095173252384609,-6.5518531799316415,-3.3983058929443364,0,5.940642223091775,-6.024802207946777,-3.2626934051513667,0,2.274882826627642,-5.624624252319336,-1.8643941879272459,0,11.388903155754953,-4.4041099548339835,-2.352492332458496,-67.6668,-61.9638,0,0.3324851090496794,-64.9327,-61.3618,0,2.736084974895674,-68.4015,-63.4068,0,0.6728177905322694,-69.5942,-65.3609,0,1.4297075637161454,-61.6814,-59.0263,0,6.567536865464309
39,39,39,HumphreysBock_6_PPD,PPD,The soldiers inside the armored vehicles,are,is,100,85.61734562226279,-3.0559139251708984,-4.839778900146484,100,96.75614535089943,-3.0117149353027344,-6.407146453857423,100,94.30663978174348,-3.363656044006348,-6.170907020568848,100,91.7980729134898,-3.3105802536010738,-5.725802421569824,100,94.90872515746936,-2.4822702407836914,-5.4076576232910165,100,85.61734562226279,-3.0559139251708984,-4.8397789001464835,100,96.75614535089942,-3.0117149353027344,-6.407146453857423,100,94.30663978174348,-3.363656044006348,-6.170907020568848,100,91.7980729134898,-3.3105802536010738,-5.725802421569824,100,94.90872515746936,-2.4822702407836914,-5.4076576232910165,-60.4498,-60.9215,100,61.57860445854018,-63.4699,-66.1473,100,93.56798246982763,-63.291,-67.8614,100,98.97522856010147,-59.8754,-65.3927,100,99.59993908142862,-59.9837,-63.2995,100,96.49668840651891
40,40,40,HumphreysBock_6_PPC,PPC,The soldiers behind the armored vehicles,are,is,100,84.86565707529532,-3.2749958038330083,-4.999098777770996,100,96.1242029957383,-3.558051109313965,-6.7689409255981445,100,95.7740109250762,-3.3049306869506836,-6.425668716430664,100,95.07018240507256,-3.1919164657592773,-6.1512298583984375,100,91.86675589408294,-2.67594051361084,-5.100319862365723,100,84.86565707529532,-3.2749958038330083,-4.999098777770996,100,96.1242029957383,-3.558051109313965,-6.7689409255981445,100,95.7740109250762,-3.304930686950684,-6.425668716430664,100,95.07018240507256,-3.1919164657592773,-6.1512298583984375,100,91.86675589408294,-2.67594051361084,-5.100319862365723,-58.4125,-59.325,100,71.35114675426362,-61.5064,-64.1749,100,93.51421137421359,-62.0169,-66.7961,100,99.16672988873091,-54.9974,-60.3179,100,99.51334907689578,-58.1676,-61.5768,100,96.79908241178035
41,41,41,HumphreysBock_6_PSC,PSC,The soldiers behind the armored vehicle,are,is,100,88.08569425277244,-2.9530725479125977,-4.953642845153809,100,84.12398678066923,-3.756908416748047,-5.42439079284668,100,86.51234064609541,-3.750832557678223,-5.609344482421875,100,85.66554442822594,-3.2756404876708984,-5.063425064086914,100,89.37717097349906,-2.823969841003418,-4.953829765319824,100,88.08569425277244,-2.9530725479125977,-4.953642845153809,100,84.12398678066923,-3.756908416748047,-5.42439079284668,100,86.51234064609541,-3.750832557678223,-5.609344482421875,100,85.66554442822594,-3.2756404876708984,-5.063425064086914,100,89.37717097349906,-2.823969841003418,-4.953829765319824,-66.3597,-62.5665,0,2.202728195584798,-61.9387,-62.4384,100,62.23888274985732,-63.7652,-65.6315,100,86.60295758569882,-59.6366,-64.4057,100,99.15834240927583,-61.711,-61.6706,0,48.99013735104875
42,42,42,HumphreysBock_7_CPD,CPD,The team in to the race cars,are,is,0,26.732970666729802,-4.386751174926759,-3.3785381317138667,100,72.9451086907823,-3.6022443771362305,-4.594083786010742,100,61.24248962111386,-3.952701568603516,-4.410218238830566,100,60.35494459331871,-4.052003860473634,-4.472280502319336,100,91.68312740647995,-3.003390312194824,-5.4034423828125,0,26.7329706667298,-4.386751174926759,-3.3785381317138667,100,72.9451086907823,-3.6022443771362305,-4.594083786010742,100,61.24248962111386,-3.952701568603516,-4.410218238830566,100,60.35494459331871,-4.052003860473634,-4.472280502319336,100,91.68312740647995,-3.0033903121948238,-5.4034423828125,-70.2939,-69.1315,0,23.823146620211908,-67.4673,-66.2839,0,23.4441417979082,-70.0049,-70.3836,100,59.35595205175574,-68.5176,-67.5608,0,27.751934541567408,-66.7986,-67.7864,100,72.86531622159772
43,43,43,HumphreysBock_7_CPC,CPC,The team close to the race cars,are,is,100,56.260390115083894,-4.4382286071777335,-4.68996524810791,100,89.31134653345569,-3.6213436126708975,-5.744289398193359,100,72.36507902324895,-4.57558536529541,-5.538228988647461,100,64.49353961558849,-4.915261268615723,-5.512111663818359,100,72.8762064911853,-5.307952880859375,-6.296303749084473,100,56.260390115083894,-4.4382286071777335,-4.68996524810791,100,89.31134653345569,-3.6213436126708975,-5.7442893981933585,100,72.36507902324895,-4.57558536529541,-5.538228988647461,100,64.49353961558849,-4.915261268615723,-5.5121116638183585,100,72.8762064911853,-5.307952880859375,-6.296303749084473,-62.7723,-61.7817,0,27.079358270740407,-58.876,-57.9769,0,28.923548275943574,-63.1758,-62.5352,0,34.51109211703253,-61.2158,-60.2273,0,27.120845752644644,-57.6202,-58.0313,100,60.13516088607032
44,44,44,HumphreysBock_7_CSC,CSC,The team close to the race car,are,is,0,7.58682759110746,-6.305752754211426,-3.805896759033203,0,5.7104200370636855,-6.509410858154298,-3.705332756042482,0,7.1046347994166705,-6.337974548339844,-3.767248153686523,0,11.218529368180434,-6.522343635559082,-4.453732490539551,0,8.654672113323231,-7.170420169830322,-4.813872337341309,0,7.58682759110746,-6.305752754211426,-3.805896759033203,0,5.7104200370636855,-6.509410858154298,-3.705332756042481,0,7.104634799416671,-6.337974548339844,-3.767248153686523,0,11.218529368180434,-6.522343635559082,-4.453732490539551,0,8.654672113323231,-7.170420169830322,-4.813872337341309,-63.3529,-59.9418,0,3.1950357481958394,-60.3012,-57.6857,0,6.814750423405146,-61.7993,-60.3188,0,18.535190912553595,-67.9286,-64.1783,0,2.2970636050622284,-58.8474,-54.8292,0,1.7667552971516503
45,45,45,HumphreysBock_7_PPD,PPD,The drivers in to the race cars,are,is,100,96.59048510645086,-3.081273078918457,-6.425183296203612,100,95.77479441548596,-3.1506977081298837,-6.271629333496094,100,95.97081776701376,-3.218928337097168,-6.389409065246582,100,97.746358948948,-3.3424978256225586,-7.112326622009277,100,98.5555419754798,-2.3249740600585938,-6.547860145568848,100,96.59048510645086,-3.081273078918457,-6.425183296203612,100,95.77479441548596,-3.1506977081298833,-6.271629333496094,100,95.97081776701376,-3.218928337097168,-6.389409065246582,100,97.746358948948,-3.3424978256225586,-7.112326622009277,100,98.5555419754798,-2.3249740600585938,-6.547860145568848,-65.4372,-71.3957,100,99.74228739950115,-65.3148,-69.0061,100,97.56672875977108,-71.7726,-76.1084,100,98.7077773232491,-65.818,-71.4242,100,99.63384483434959,-67.3779,-70.2557,100,94.67380372920776
46,46,46,HumphreysBock_7_PPC,PPC,The drivers close to the race cars,are,is,100,97.47835731680608,-3.5045757293701167,-7.1592955589294425,100,94.72803117105721,-3.417696952819824,-6.306303024291992,100,90.97866949753409,-4.107220649719238,-6.4182538986206055,100,90.51781687654848,-4.496787071228027,-6.7529191970825195,100,95.02342412393101,-4.367301940917969,-7.316683292388916,100,97.47835731680608,-3.5045757293701167,-7.1592955589294425,100,94.72803117105721,-3.4176969528198238,-6.306303024291992,100,90.97866949753409,-4.107220649719238,-6.4182538986206055,100,90.51781687654848,-4.496787071228027,-6.75291919708252,100,95.02342412393101,-4.367301940917969,-7.316683292388916,-60.0903,-66.0371,100,99.73926236197327,-60.8337,-63.7539,100,94.88360092018931,-61.341,-64.8383,100,97.06108483754669,-59.7629,-65.4672,100,99.66794540645434,-58.1388,-60.4799,100,91.2224203445451
47,47,47,HumphreysBock_7_PSC,PSC,The drivers close to the race car,are,is,100,76.91166493059218,-4.236920356750488,-5.4402503967285165,0,37.1841820351096,-5.161371231079102,-4.63704776763916,0,45.228974401119956,-4.752320289611816,-4.560896873474121,100,62.70673664962808,-5.135580062866211,-5.65523624420166,0,30.787313266387855,-5.742276191711426,-4.932194709777832,100,76.91166493059218,-4.236920356750488,-5.4402503967285165,0,37.1841820351096,-5.161371231079102,-4.63704776763916,0,45.228974401119956,-4.752320289611816,-4.560896873474121,100,62.70673664962808,-5.135580062866211,-5.65523624420166,0,30.787313266387855,-5.742276191711426,-4.932194709777832,-60.0258,-62.07,100,88.53602478127655,-60.8038,-61.928,100,75.47669420048643,-58.5741,-61.7171,100,95.86320145504348,-63.2083,-67.7972,100,98.99382354412994,-57.749,-57.0286,0,32.73049062874068
48,48,48,HumphreysBock_8_CPD,CPD,The secretarial staff in the tiny desks,are,is,100,66.04521745368636,-3.5059108734130864,-4.171220779418944,100,87.33667869128494,-3.598495483398437,-5.529556274414063,100,73.0862967276473,-3.913790702819824,-4.9127960205078125,100,55.403858931556044,-4.615983009338379,-4.832984924316406,100,91.30612957351008,-4.023768424987793,-6.375368118286133,100,66.04521745368636,-3.5059108734130864,-4.171220779418944,100,87.33667869128494,-3.598495483398437,-5.529556274414063,100,73.0862967276473,-3.9137907028198238,-4.9127960205078125,100,55.40385893155604,-4.615983009338379,-4.832984924316406,100,91.30612957351008,-4.023768424987793,-6.375368118286133,-60.6285,-61.5841,100,72.22399875306822,-60.4937,-61.2185,100,67.36631327584821,-61.2816,-63.1455,100,86.57508775233264,-63.2454,-60.792,0,7.919026901648691,-60.4472,-60.9369,100,62.00357574635932
49,49,49,HumphreysBock_8_CPC,CPC,The secretarial staff around the tiny desks,are,is,100,70.74068723246602,-3.1643524169921875,-4.047175407409668,100,86.08852817799772,-3.459395408630371,-5.282057762145996,100,70.09427906278715,-3.9612207412719727,-4.81301212310791,100,57.21672523412493,-4.852770805358887,-5.14346981048584,100,79.14627329320761,-4.404000282287598,-5.737765312194824,100,70.74068723246602,-3.1643524169921875,-4.047175407409668,100,86.08852817799772,-3.459395408630371,-5.282057762145996,100,70.09427906278715,-3.9612207412719727,-4.81301212310791,100,57.21672523412493,-4.852770805358887,-5.14346981048584,100,79.14627329320761,-4.404000282287598,-5.737765312194824,-63.6193,-63.7682,100,53.71563752044391,-65.2079,-65.9538,100,67.82846741733746,-64.8333,-66.7986,100,87.71053902830883,-67.7212,-65.0689,0,6.584739166187534,-64.4188,-65.6743,100,77.82504852631862
50,50,50,HumphreysBock_8_CSC,CSC,The secretarial staff around the tiny desk,are,is,0,42.459860617850865,-3.665975570678712,-3.3620519638061523,0,17.587537318205282,-4.812857627868652,-3.2683115005493164,0,28.35552410349307,-4.356244087219238,-3.429349899291992,0,24.975626275222268,-5.510770797729492,-4.410858154296875,0,19.071651832299747,-5.277839660644531,-3.8324785232543945,0,42.459860617850865,-3.6659755706787114,-3.3620519638061523,0,17.587537318205282,-4.812857627868652,-3.2683115005493164,0,28.35552410349307,-4.356244087219238,-3.4293498992919917,0,24.975626275222268,-5.510770797729492,-4.410858154296875,0,19.071651832299747,-5.277839660644531,-3.8324785232543945,-64.4028,-62.4484,0,12.407437501944468,-66.0915,-63.4916,0,6.914485645056641,-64.3044,-64.7637,100,61.28481035509326,-68.3908,-64.3669,0,1.756889862841218,-64.7636,-62.6085,0,10.385560818148996
51,51,51,HumphreysBock_8_PPD,PPD,The secretarial secretaries in the tiny desks,are,is,100,88.94534767547466,-3.802820205688477,-5.887990951538086,100,97.31983872979448,-3.143486976623535,-6.735612869262695,100,94.18148607408577,-3.947159767150879,-6.7313385009765625,100,88.30660242172527,-4.374556541442871,-6.3963470458984375,100,94.97160013458908,-3.9653921127319336,-6.903868198394775,100,88.94534767547466,-3.802820205688477,-5.887990951538086,100,97.31983872979448,-3.143486976623535,-6.735612869262695,100,94.18148607408577,-3.947159767150879,-6.7313385009765625,100,88.30660242172527,-4.374556541442871,-6.3963470458984375,100,94.97160013458908,-3.9653921127319336,-6.903868198394775,-67.2348,-66.3966,0,30.19140201768752,-63.6709,-64.5124,100,69.87810392604801,-66.148,-67.9771,100,86.16544763078203,-71.0585,-68.1715,0,5.279995365962838,-66.106,-65.0873,0,26.528070211316884
