,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,item,condition,sentence,target,alternative,model correct (max),model correct (sample),target score,alternative score,model 0 correct (max),model 0 correct (sample),model 0 target score,model 0 alternative score,model 1 correct (max),model 1 correct (sample),model 1 target score,model 1 alternative score,model 2 correct (max),model 2 correct (sample),model 2 target score,model 2 alternative score,model 3 correct (max),model 3 correct (sample),model 3 target score,model 3 alternative score,model 4 correct (max),model 4 correct (sample),model 4 target score,model 4 alternative score,lstm 0 correct (max),lstm 0 correct (sample),lstm 0 target score,lstm 0 alternative score,lstm 1 correct (max),lstm 1 correct (sample),lstm 1 target score,lstm 1 alternative score,lstm 2 correct (max),lstm 2 correct (sample),lstm 2 target score,lstm 2 alternative score,lstm 3 correct (max),lstm 3 correct (sample),lstm 3 target score,lstm 3 alternative score,lstm 4 correct (max),lstm 4 correct (sample),lstm 4 target score,lstm 4 alternative score,rnng 0 target score,rnng 0 alternative score,rnng 0 correct (max),rnng 0 correct (sample),rnng 1 target score,rnng 1 alternative score,rnng 1 correct (max),rnng 1 correct (sample),rnng 2 target score,rnng 2 alternative score,rnng 2 correct (max),rnng 2 correct (sample),rnng 3 target score,rnng 3 alternative score,rnng 3 correct (max),rnng 3 correct (sample),rnng 4 target score,rnng 4 alternative score,rnng 4 correct (max),rnng 4 correct (sample)
25,25,25,25,HaskellMacDonald_12_PS,PS,It is hard to tell whether the miners or the trucker,are,is,100,97.26865687810616,-2.2214784622192383,-5.794161796569824,100,94.06290048843165,-2.5075273513793945,-5.270270347595215,100,94.11741478296005,-1.632920265197754,-4.405467033386231,100,95.1830095738258,-1.9537906646728518,-4.9374427795410165,100,91.30634153961759,-2.467254638671875,-4.818881034851074,100,91.48662736437332,-2.199771881103516,-4.574326515197754,100,94.06290048843165,-2.5075273513793945,-5.270270347595215,100,94.11741478296005,-1.6329202651977541,-4.405467033386231,100,95.1830095738258,-1.953790664672852,-4.9374427795410165,100,91.30634153961759,-2.467254638671875,-4.818881034851074,100,91.48662736437332,-2.199771881103516,-4.574326515197754,-89.5096,-91.0585,100,82.47548008756951,-75.4768,-76.7078,100,77.39935497317222,-85.2599,-91.894,100,99.8686964829898,-81.1273,-83.4017,100,90.67345490954045,-86.2407,-87.8142,100,82.82819886656557
26,26,26,26,HaskellMacDonald_13_SP,SP,Ask Ronnie if the ruby or the diamonds,are,is,100,93.7032878829772,-1.6628532409667969,-4.362958908081056,100,93.40838158336426,-1.6579885482788086,-4.309170722961427,100,95.60809694081864,-1.3876867294311523,-4.468181610107422,100,70.83932582658983,-1.992009162902832,-2.879602432250977,100,89.98749646626692,-1.2627582550048828,-3.45859432220459,100,96.14609027536058,-0.9943771362304688,-4.21115779876709,100,93.40838158336426,-1.6579885482788086,-4.309170722961427,100,95.60809694081864,-1.3876867294311523,-4.468181610107422,100,70.83932582658983,-1.9920091629028318,-2.879602432250977,100,89.98749646626692,-1.2627582550048828,-3.45859432220459,100,96.14609027536058,-0.9943771362304688,-4.21115779876709,-57.293,-64.3682,100,99.91548914403214,-63.0537,-71.8399,100,99.98471957421212,-62.4284,-68.1486,100,99.67316620342791,-60.0551,-61.0404,100,72.81585854286766,-60.5592,-63.614,100,95.49893044297453
27,27,27,27,HaskellMacDonald_13_PS,PS,Ask Ronnie if the rubies or the diamond,are,is,0,35.07724819549233,-2.8507108688354488,-2.235065460205078,0,22.172979318147913,-3.102746963500977,-1.8471326828002927,0,5.160755128217741,-4.139166831970215,-1.2280664443969729,0,22.57746586125669,-3.032726287841797,-1.800400733947754,0,13.3880978558741,-3.2413921356201167,-1.3743209838867188,100,54.73298693042404,-1.6812219619750977,-1.8711099624633791,0,22.172979318147913,-3.102746963500977,-1.8471326828002932,0,5.160755128217741,-4.139166831970215,-1.2280664443969729,0,22.577465861256695,-3.032726287841797,-1.8004007339477541,0,13.3880978558741,-3.2413921356201167,-1.3743209838867188,100,54.73298693042404,-1.6812219619750977,-1.8711099624633791,-62.4987,-67.5007,100,99.33204320794246,-70.9004,-67.5453,0,3.3728554535585977,-68.0303,-68.485,100,61.175611822007106,-62.0849,-68.5044,100,99.83731800889689,-65.0553,-67.341,100,90.76857742216811
28,28,28,28,HaskellMacDonald_14_SP,SP,I wonder if the bee or the flies,are,is,100,97.68698941507343,-1.3309040069580078,-5.074122428894043,100,90.40708277851536,-1.6513080596923828,-3.89460563659668,100,74.9449300167293,-1.8852691650390625,-2.9809465408325195,100,97.92373360365978,-1.1058025360107422,-4.959420204162598,100,78.91418276800563,-1.5940284729003906,-2.9137887954711914,100,93.43556318092385,-1.4364910125732422,-4.0920963287353525,100,90.40708277851536,-1.6513080596923828,-3.89460563659668,100,74.9449300167293,-1.8852691650390625,-2.9809465408325195,100,97.92373360365978,-1.1058025360107422,-4.959420204162598,100,78.91418276800563,-1.5940284729003906,-2.9137887954711914,100,93.43556318092385,-1.4364910125732422,-4.0920963287353525,-60.0314,-61.0807,100,74.06404573149366,-60.2845,-59.0449,0,22.450561919500416,-59.2531,-58.052,0,23.127959041949186,-67.2066,-61.6495,0,0.38451120929326843,-64.907,-62.8339,0,11.173898253945584
29,29,29,29,HaskellMacDonald_14_PS,PS,I wonder if the bees or the fly,are,is,100,88.94685729782974,-1.4810037612915041,-3.5663280487060547,100,95.93215630849548,-1.4723548889160156,-4.632883071899414,100,80.39897975779454,-2.0736989974975586,-3.485118865966797,100,97.95357760618109,-1.0849742889404297,-4.953374862670898,100,75.47937473639584,-1.8364410400390625,-2.9607858657836914,100,93.79777626281799,-1.7922382354736328,-4.508471488952637,100,95.93215630849548,-1.4723548889160156,-4.632883071899414,100,80.39897975779454,-2.0736989974975586,-3.485118865966797,100,97.95357760618109,-1.0849742889404297,-4.953374862670898,100,75.47937473639584,-1.8364410400390625,-2.9607858657836914,100,93.79777626281799,-1.7922382354736328,-4.508471488952637,-63.8202,-64.2207,100,59.88077845554191,-68.5265,-67.5567,0,27.49203682473138,-62.9262,-63.9183,100,72.95025120642552,-66.9573,-66.1696,0,31.266273724249693,-63.9955,-63.3645,0,34.72838254334759
30,30,30,30,HaskellMacDonald_15_SP,SP,It doesn't really matter whether the contractor or the banks,are,is,100,96.49523313416712,-1.703237533569336,-5.018607139587402,100,72.8524098772778,-2.370691299438477,-3.357838630676268,100,72.25600937639753,-2.7171287536621094,-3.674324989318848,100,71.23363546199262,-2.7319869995117188,-3.6387453079223633,100,70.80221635037957,-2.538018226623535,-3.4238157272338867,100,91.23844101457595,-2.245128631591797,-4.588231086730957,100,72.8524098772778,-2.370691299438477,-3.357838630676269,100,72.25600937639753,-2.7171287536621094,-3.674324989318848,100,71.23363546199262,-2.7319869995117188,-3.6387453079223633,100,70.80221635037957,-2.538018226623535,-3.4238157272338867,100,91.23844101457595,-2.245128631591797,-4.588231086730957,-68.8007,-75.2242,100,99.8379663848466,-70.196,-74.752,100,98.96051959407788,-72.9583,-76.166,100,96.11230158305159,-66.3615,-70.6776,100,98.68240687496933,-72.7609,-74.9159,100,89.61350844877268
31,31,31,31,HaskellMacDonald_15_PS,PS,It doesn't really matter whether the contractors or the bank,are,is,100,92.48436186342475,-1.7597770690917969,-4.2698307037353525,100,68.2853857963121,-3.4062404632568364,-4.173158645629884,0,48.32342560394624,-3.222362518310547,-3.1552743911743164,100,83.24432013250951,-3.0500478744506836,-4.653090476989746,100,65.1152342969704,-2.9783496856689453,-3.602458000183105,100,69.72939804881072,-2.9358739852905287,-3.770318984985352,100,68.2853857963121,-3.4062404632568364,-4.173158645629884,0,48.32342560394624,-3.222362518310547,-3.1552743911743164,100,83.24432013250951,-3.050047874450684,-4.653090476989746,100,65.1152342969704,-2.9783496856689453,-3.602458000183105,100,69.72939804881072,-2.935873985290528,-3.770318984985352,-68.3504,-71.3364,100,95.19376311214516,-68.0572,-70.3596,100,90.90756109909233,-72.7724,-75.57,100,94.25459947544852,-68.2858,-71.5836,100,96.43532606295393,-70.7442,-72.9792,100,90.33487890584088
32,32,32,32,HaskellMacDonald_16_SP,SP,the most money. Can you tell me whether the swing or the slides,are,is,100,93.75264007133816,-1.9174451828002927,-4.625946044921875,100,82.72496998943652,-1.8667516708374023,-3.433011054992676,100,86.42783513400559,-1.7802534103393557,-3.631542205810547,100,63.189737291997844,-2.559248924255371,-3.099614143371582,100,94.47669328977871,-1.8676862716674805,-4.707062721252441,100,89.75475310704573,-1.7236413955688477,-3.8939085006713854,100,82.72496998943652,-1.8667516708374023,-3.4330110549926762,100,86.42783513400559,-1.7802534103393557,-3.631542205810547,100,63.189737291997844,-2.559248924255371,-3.099614143371582,100,94.47669328977871,-1.8676862716674805,-4.707062721252441,100,89.75475310704573,-1.7236413955688477,-3.8939085006713863,-24.041,-24.041,0,50.000000000000085,-35.3328,-35.3328,0,49.99999999999991,-29.3618,-29.3618,0,50.000000000000085,-32.1108,-31.5552,0,36.456614478318386,-29.1938,-29.1938,0,50.000000000000085
33,33,33,33,HaskellMacDonald_16_PS,PS,the most money. Can you tell me whether the swings or the slide,are,is,100,57.02020955681122,-2.3610382080078125,-2.64371395111084,100,74.43085659573794,-2.1716985702514653,-3.2401828765869136,0,44.76001171903521,-2.759428024291992,-2.549056053161621,100,83.21892457251997,-2.137554168701172,-3.7387771606445312,100,50.51808887126664,-2.978809356689453,-2.9995336532592773,100,84.2430685621666,-1.5123071670532229,-3.1887331008911133,100,74.43085659573794,-2.1716985702514653,-3.2401828765869136,0,44.76001171903521,-2.7594280242919917,-2.549056053161621,100,83.21892457251997,-2.137554168701172,-3.7387771606445312,100,50.51808887126664,-2.978809356689453,-2.9995336532592773,100,84.2430685621666,-1.5123071670532229,-3.1887331008911133,-24.041,-24.041,0,50.000000000000085,-28.9392,-28.9392,0,50.000000000000085,-33.2558,-29.3618,0,1.9957322511482436,-31.5552,-32.1108,100,63.54338552168147,-29.1938,-29.1938,0,50.000000000000085
34,34,34,34,HaskellMacDonald_17_SP,SP,Do you think the window or the walls,are,is,100,96.4696673611412,-1.840303421020508,-5.148139953613281,100,84.63641655028988,-2.0303525924682617,-3.7367172241210938,100,58.79488814140086,-1.847556114196777,-2.2030487060546875,100,86.50812260058538,-2.33990478515625,-4.198055267333984,100,86.59457504948347,-2.052719116210937,-3.9182968139648438,100,97.2531563985931,-1.346858024597168,-4.913722991943359,100,84.63641655028988,-2.0303525924682617,-3.7367172241210938,100,58.79488814140086,-1.8475561141967771,-2.2030487060546875,100,86.50812260058538,-2.33990478515625,-4.1980552673339835,100,86.59457504948347,-2.052719116210937,-3.918296813964844,100,97.2531563985931,-1.346858024597168,-4.9137229919433585,-60.1126,-58.5798,0,17.758438167538266,-60.8199,-60.9525,100,53.310151287745924,-57.6335,-60.6096,100,95.1482650633742,-64.4721,-63.6712,0,30.983303306916365,-59.5205,-60.6642,100,75.8358315622688
35,35,35,35,HaskellMacDonald_17_PS,PS,Do you think the windows or the wall,are,is,100,80.57934198770396,-2.21426010131836,-3.637165069580078,100,72.61575387107666,-2.309652328491211,-3.2848663330078125,100,82.97551302142351,-1.8276405334472656,-3.41153335571289,100,88.06541188534544,-1.990159034729004,-3.988798141479492,100,75.71748941864212,-2.219132423400879,-3.3563852310180664,100,91.97537435434168,-1.410444259643555,-3.84945011138916,100,72.61575387107666,-2.309652328491211,-3.2848663330078125,100,82.97551302142351,-1.8276405334472656,-3.41153335571289,100,88.06541188534544,-1.9901590347290041,-3.9887981414794917,100,75.71748941864212,-2.219132423400879,-3.3563852310180664,100,91.97537435434168,-1.410444259643555,-3.84945011138916,-66.8739,-61.9294,0,0.7072104126490326,-64.34,-60.772,0,2.7438131098334817,-63.4371,-65.3921,100,87.59908182286038,-65.5997,-66.3322,100,67.5353640444418,-62.2753,-61.1791,0,25.045257684229977
36,36,36,36,HaskellMacDonald_18_SP,SP,Do you remember if the dresser or the beds,were,was,100,97.09622600352806,-2.76669979095459,-6.27639102935791,100,92.47278644384691,-2.1646146774291988,-4.673004150390625,100,89.38943364757624,-2.0989465713500977,-4.2300987243652335,100,92.44326658071556,-2.4288349151611333,-4.932991027832031,100,94.22787618663624,-2.345985412597656,-5.1386613845825195,100,96.68234726638971,-2.730152130126953,-6.102325439453125,100,92.47278644384693,-2.1646146774291988,-4.673004150390625,100,89.38943364757624,-2.0989465713500977,-4.2300987243652335,100,92.44326658071556,-2.4288349151611333,-4.932991027832031,100,94.22787618663624,-2.345985412597656,-5.13866138458252,100,96.68234726638973,-2.730152130126953,-6.102325439453125,-58.771,-62.4359,100,97.50326016452672,-62.1073,-65.9286,100,97.85699892449286,-59.1452,-61.4275,100,90.7400485196075,-57.5645,-58.2548,100,66.60336599224355,-59.5236,-62.2842,100,94.05092138773249
37,37,37,37,HaskellMacDonald_18_PS,PS,Do you remember if the dressers or the bed,were,was,0,44.022906352998774,-3.5792484283447266,-3.33901596069336,0,24.618151915478315,-4.144684791564941,-3.0256023406982417,0,28.621366342391237,-3.5510292053222656,-2.6371841430664062,0,49.311633690464774,-3.5619277954101562,-3.5343914031982417,0,32.738956405045684,-4.6244306564331055,-3.9044151306152335,0,41.852793946546576,-3.8833436965942383,-3.5545244216918945,0,24.618151915478315,-4.144684791564941,-3.0256023406982417,0,28.621366342391237,-3.5510292053222656,-2.6371841430664062,0,49.311633690464774,-3.561927795410156,-3.5343914031982417,0,32.738956405045684,-4.6244306564331055,-3.9044151306152335,0,41.852793946546576,-3.8833436965942383,-3.5545244216918945,-59.4726,-63.7615,100,98.64656819557973,-66.6395,-68.3272,100,84.39214479741366,-62.9686,-65.379,100,91.76169253652188,-59.6647,-63.6776,100,98.22402278228037,-65.1655,-67.9811,100,94.3513020251728
38,38,38,38,HaskellMacDonald_19_SP,SP,Did Naomi say whether the bookshelf or the desks,are,is,100,98.74916727353695,-2.171319961547852,-6.540093421936035,100,88.27816190469946,-2.70351791381836,-4.722557067871094,100,90.82300235548836,-1.851022720336914,-4.143235206604004,100,83.10386248061083,-2.094991683959961,-3.687997817993164,100,91.89891269719894,-2.5105438232421875,-4.939234733581543,100,94.10334882081436,-1.9283380508422847,-4.698347091674805,100,88.27816190469945,-2.70351791381836,-4.722557067871094,100,90.82300235548836,-1.851022720336914,-4.143235206604004,100,83.10386248061083,-2.094991683959961,-3.6879978179931636,100,91.89891269719894,-2.5105438232421875,-4.939234733581543,100,94.10334882081436,-1.9283380508422847,-4.698347091674805,-74.2031,-80.9713,100,99.88515580736491,-77.5709,-81.9325,100,98.74027565334139,-74.8224,-77.5874,100,94.07549244177399,-73.9068,-77.5384,100,97.42089933210796,-76.0262,-78.4348,100,91.74807500510167
39,39,39,39,HaskellMacDonald_19_PS,PS,Did Naomi say whether the bookshelves or the desk,are,is,0,16.286158271987244,-3.7174482345581055,-2.0803594589233403,0,13.631844435182481,-3.929601669311523,-2.083391189575196,0,17.109919474619268,-3.1476840972900386,-1.5698270797729492,0,19.986865357931162,-3.079340934753418,-1.6922254562377932,0,10.322950966030426,-3.8654775619506836,-1.7036323547363281,0,22.160326354972128,-2.9940013885498047,-1.737653732299805,0,13.631844435182481,-3.929601669311523,-2.0833911895751958,0,17.109919474619268,-3.1476840972900386,-1.5698270797729492,0,19.986865357931162,-3.079340934753418,-1.6922254562377932,0,10.322950966030426,-3.865477561950684,-1.703632354736328,0,22.160326354972128,-2.9940013885498047,-1.737653732299805,-77.6576,-80.4184,100,94.05204032179888,-78.7793,-78.8772,100,52.4455470514752,-77.2504,-79.4909,100,90.38279285677176,-76.2521,-80.6554,100,98.79110398353409,-78.7276,-80.721,100,88.01023768709844
40,40,40,40,HaskellMacDonald_20_SP,SP,Can you ask the guide if the sword or the guns,are,is,100,93.63181656327845,-1.0506553649902344,-3.7387113571166974,100,90.5467374293259,-1.899343490600586,-4.1588497161865225,100,71.6360861819651,-1.6992101669311523,-2.6256914138793945,100,87.38631561688618,-1.624155044555664,-3.559711456298828,100,86.30640681411595,-1.5662546157836914,-3.4072303771972656,100,93.11264042582417,-1.187270164489746,-3.791392326354982,100,90.5467374293259,-1.899343490600586,-4.1588497161865225,100,71.6360861819651,-1.6992101669311523,-2.6256914138793945,100,87.38631561688617,-1.624155044555664,-3.559711456298828,100,86.30640681411593,-1.5662546157836914,-3.4072303771972656,100,93.11264042582417,-1.1872701644897459,-3.791392326354981,-71.9897,-71.4622,0,37.110016184837846,-76.0154,-77.2258,100,77.03697167855431,-73.9612,-74.8938,100,71.76024712876855,-72.1889,-71.0757,0,24.72747910926525,-72.9126,-72.1924,0,32.73489430891745
41,41,41,41,HaskellMacDonald_20_PS,PS,Can you ask the guide if the swords or the gun,are,is,100,88.10343810768332,-1.4378738403320312,-3.440135955810547,100,77.60271086815833,-1.834490776062012,-3.077153205871582,100,77.72930925921374,-1.8257064819335933,-3.075667381286621,100,87.73241399960293,-1.803667068481445,-3.770998001098633,100,66.18641844597373,-1.892563819885254,-2.5641765594482417,100,94.51448198828268,-0.8467073440551758,-3.69334888458252,100,77.60271086815833,-1.834490776062012,-3.077153205871582,100,77.72930925921374,-1.8257064819335935,-3.075667381286621,100,87.73241399960293,-1.803667068481445,-3.7709980010986333,100,66.18641844597373,-1.8925638198852541,-2.5641765594482417,100,94.51448198828268,-0.8467073440551758,-3.69334888458252,-72.3372,-77.3926,100,99.36655645368542,-78.1019,-80.1383,100,88.456618469649,-72.3989,-74.3166,100,87.18817342120701,-68.2598,-72.8281,100,98.9730964012651,-72.0108,-72.9939,100,72.77228908562313
42,42,42,42,HaskellMacDonald_21_SP,SP,Did Samantha say whether the lamp or the plants,were,was,100,95.1304125564768,-1.8838958740234373,-4.856135368347168,100,89.60632266699629,-1.8373136520385744,-3.991541862487793,100,84.56205091670999,-2.91574764251709,-4.616404533386231,100,71.9830437741347,-3.1450681686401367,-4.088688850402832,100,90.70780904440731,-1.741058349609375,-4.0195274353027335,100,91.79548759305807,-2.17342472076416,-4.588303565979004,100,89.60632266699629,-1.8373136520385744,-3.991541862487793,100,84.56205091670999,-2.91574764251709,-4.616404533386231,100,71.9830437741347,-3.1450681686401367,-4.088688850402832,100,90.70780904440731,-1.741058349609375,-4.0195274353027335,100,91.79548759305807,-2.1734247207641597,-4.588303565979004,-67.596,-71.7969,100,98.52390627711618,-67.668,-71.811,100,98.43729276570811,-70.1267,-71.9071,100,85.57462507782361,-63.6772,-64.9722,100,78.49922886281084,-68.9984,-71.7384,100,93.93460966843512
43,43,43,43,HaskellMacDonald_21_PS,PS,Did Samantha say whether the lamps or the plant,were,was,100,89.62670679592745,-1.8439197540283203,-4.000338554382323,100,81.9103637236263,-2.380304336547852,-3.89059066772461,100,86.74679039193319,-2.7667360305786133,-4.645489692687988,100,78.17868329011499,-3.229084014892578,-4.505193710327148,100,89.96787967402938,-1.4813299179077148,-3.6749906539916983,100,81.19984129724634,-2.247143745422364,-3.7101917266845694,100,81.9103637236263,-2.380304336547852,-3.89059066772461,100,86.74679039193319,-2.7667360305786133,-4.645489692687988,100,78.17868329011499,-3.229084014892578,-4.505193710327148,100,89.96787967402938,-1.4813299179077148,-3.6749906539916988,100,81.19984129724634,-2.2471437454223637,-3.7101917266845694,-68.9024,-72.7161,100,97.84100304064755,-66.2151,-68.2001,100,87.92131566057907,-67.1268,-68.4396,100,78.7981320000778,-62.0411,-65.5637,100,97.13240124432137,-67.9767,-69.982,100,88.13524218718966
44,44,44,44,HaskellMacDonald_22_SP,SP,Can you tell me if the TV or the radios,were,was,100,98.93333182574726,-2.204822540283203,-6.734728813171388,100,98.99892651968665,-2.3885202407836914,-6.982556343078612,100,97.80345841293264,-2.5535564422607417,-6.349632263183594,100,94.83853533772957,-2.334136962890625,-5.245092391967773,100,97.52465655529362,-2.764134407043457,-6.4378604888916025,100,96.65113003298215,-2.6570043563842773,-6.019489288330077,100,98.99892651968665,-2.3885202407836914,-6.982556343078612,100,97.80345841293264,-2.5535564422607417,-6.349632263183594,100,94.83853533772957,-2.334136962890625,-5.245092391967773,100,97.52465655529362,-2.764134407043457,-6.4378604888916025,100,96.65113003298215,-2.6570043563842773,-6.019489288330077,-66.3581,-68.0888,100,84.95019360283568,-71.6043,-74.0649,100,92.13331608449937,-68.4237,-71.4219,100,95.24927425585449,-69.0419,-67.2697,0,14.526895075867788,-68.1696,-70.9676,100,94.2567652137448
45,45,45,45,HaskellMacDonald_22_PS,PS,Can you tell me if the TVs or the radio,were,was,100,87.61142465917752,-2.932124137878418,-4.888260841369629,100,88.69838512837141,-3.5917797088623047,-5.65207576751709,100,93.06009125916587,-3.239389419555664,-5.835346221923827,100,92.5563499021818,-3.4833583831787114,-6.003814697265625,100,74.42330559168494,-4.462417602539063,-5.530505180358887,100,89.76685759045506,-3.77988338470459,-5.951467514038086,100,88.69838512837141,-3.5917797088623047,-5.65207576751709,100,93.06009125916587,-3.2393894195556636,-5.835346221923827,100,92.5563499021818,-3.4833583831787114,-6.003814697265625,100,74.42330559168494,-4.462417602539063,-5.530505180358887,100,89.76685759045506,-3.77988338470459,-5.951467514038086,-67.4578,-70.5133,100,95.50193841613444,-72.3072,-74.9131,100,93.12403297089149,-71.2634,-73.3647,100,89.1029467726081,-71.6005,-74.6847,100,95.62362852861327,-72.4084,-74.1217,100,84.72638196604844
46,46,46,46,HaskellMacDonald_23_SP,SP,Can you tell me whether the mug or the cups,are,is,100,84.68052389253852,-1.6482772827148438,-3.3580379486083984,100,81.13339361871192,-1.6967973709106443,-3.155498504638672,0,49.2971644837883,-2.0346603393554688,-2.006545066833496,100,75.48687547442081,-2.0797472000122066,-3.2044973373413086,100,90.84279926172924,-1.455434799194336,-3.7500247955322266,100,93.38146674936169,-1.412954330444336,-4.0597734451293945,100,81.13339361871192,-1.6967973709106443,-3.155498504638672,0,49.2971644837883,-2.0346603393554688,-2.0065450668334956,100,75.48687547442081,-2.0797472000122066,-3.2044973373413086,100,90.84279926172924,-1.455434799194336,-3.7500247955322266,100,93.38146674936169,-1.412954330444336,-4.0597734451293945,-60.2367,-62.3555,100,89.27170556857446,-68.5118,-71.9098,100,96.7641971864683,-64.7007,-66.7246,100,88.32836756558301,-67.4285,-70.4918,100,95.53532648837047,-73.1806,-72.067,0,24.720034663172747
47,47,47,47,HaskellMacDonald_23_PS,PS,Can you tell me whether the mugs or the cup,are,is,100,85.63945639070643,-1.593217849731445,-3.3788795471191406,100,72.64547948659231,-1.87139892578125,-2.848108291625977,100,52.716629011537215,-2.0510215759277344,-2.1597938537597656,100,82.82293075933418,-1.6897153854370115,-3.262845039367676,100,69.60838286757935,-1.9319038391113281,-2.7606220245361333,100,58.456927248975106,-2.3527755737304688,-2.694334983825684,100,72.64547948659231,-1.87139892578125,-2.848108291625977,100,52.716629011537215,-2.0510215759277344,-2.1597938537597656,100,82.82293075933418,-1.6897153854370115,-3.2628450393676762,100,69.60838286757935,-1.931903839111328,-2.7606220245361333,100,58.4569272489751,-2.3527755737304688,-2.694334983825684,-64.8342,-67.8478,100,95.318476152135,-67.4836,-70.5708,100,95.636165894803,-62.5123,-64.2046,100,84.45263928343194,-60.8721,-66.5437,100,99.65694560410653,-66.1523,-65.5799,0,36.06832220092064
48,48,48,48,HaskellMacDonald_24_SP,SP,The guidebook must say whether the river or the mountains,are,is,100,83.81761763437085,-1.6205911636352541,-3.2653112411499023,0,42.222170770271546,-2.308605194091797,-1.9949455261230469,100,77.1922589384116,-1.695413589477539,-2.9146127700805664,100,67.49503937671885,-1.4089908599853516,-2.1396522521972656,100,71.56221925142864,-1.2786741256713867,-2.201522827148437,100,93.16124306116696,-1.1954793930053709,-3.807205200195313,0,42.222170770271546,-2.308605194091797,-1.9949455261230469,100,77.1922589384116,-1.695413589477539,-2.9146127700805664,100,67.49503937671885,-1.4089908599853516,-2.1396522521972656,100,71.56221925142864,-1.2786741256713867,-2.201522827148437,100,93.16124306116696,-1.1954793930053709,-3.807205200195313,-77.5012,-78.1567,100,65.82488026044267,-75.872,-79.0444,100,95.97823273798024,-76.0527,-80.7023,100,99.05252031445009,-81.4287,-78.6777,0,6.003019876779367,-74.0972,-76.0179,100,87.22164724392016
49,49,49,49,HaskellMacDonald_24_PS,PS,The guidebook must say whether the rivers or the mountain,are,is,100,81.75032045731571,-1.8015098571777344,-3.301032066345215,100,70.78752650338195,-2.2860240936279297,-3.1711111068725586,100,86.1724108616233,-1.7935848236083984,-3.6232690811157213,100,92.7545268083685,-1.0795173645019531,-3.6290969848632812,100,91.27355247287892,-1.1854228973388672,-3.5329256057739262,100,67.28451777128403,-1.328874588012695,-2.0499563217163086,100,70.78752650338195,-2.2860240936279297,-3.1711111068725586,100,86.1724108616233,-1.7935848236083984,-3.623269081115722,100,92.7545268083685,-1.0795173645019531,-3.629096984863281,100,91.27355247287892,-1.1854228973388672,-3.5329256057739262,100,67.28451777128403,-1.328874588012695,-2.0499563217163086,-79.241,-79.3728,100,53.2902384183034,-81.0687,-80.0224,0,25.993623509002372,-79.2134,-81.3446,100,89.38988745452549,-80.1825,-85.3746,100,99.44704282981095,-74.4161,-74.4336,100,50.43748883497735
50,50,50,50,HaskellMacDonald_25_SP,SP,Would you say the copier or the printers,are,is,100,89.52427965760126,-4.3158206939697275,-6.461270332336426,100,74.98044197105223,-3.3071269989013667,-4.404696464538574,100,59.883855610316154,-4.44284725189209,-4.843475341796875,100,83.19327161048778,-4.079155921936035,-5.6785430908203125,100,84.66735582682355,-3.7791900634765625,-5.487936019897461,100,58.31567609816707,-4.476190567016602,-4.811936378479004,100,74.98044197105223,-3.3071269989013667,-4.404696464538574,100,59.883855610316154,-4.44284725189209,-4.843475341796875,100,83.19327161048778,-4.079155921936035,-5.6785430908203125,100,84.66735582682355,-3.7791900634765625,-5.487936019897461,100,58.31567609816707,-4.476190567016602,-4.811936378479004,-78.1301,-78.3658,100,55.86537113371083,-85.7148,-82.4534,0,3.691939811296473,-79.1965,-75.4688,0,2.348335324401495,-82.5464,-80.3581,0,10.080608419430334,-77.32,-77.8453,100,62.83862460847251
51,51,51,51,HaskellMacDonald_25_PS,PS,Would you say the copiers or the printer,are,is,0,9.57710663229013,-5.853559494018555,-3.6084375381469727,0,24.551756632582002,-4.194347381591797,-3.071683883666992,0,14.951949423860677,-5.323357582092285,-3.5849828720092773,0,9.429062308172492,-5.609583854675293,-3.3472471237182617,0,27.08755809086348,-4.570491790771484,-3.580307006835937,0,21.501027387532684,-4.70616340637207,-3.4111785888671875,0,24.551756632582002,-4.194347381591797,-3.0716838836669917,0,14.951949423860677,-5.323357582092285,-3.5849828720092773,0,9.429062308172492,-5.609583854675293,-3.3472471237182617,0,27.08755809086348,-4.5704917907714835,-3.580307006835937,0,21.501027387532684,-4.70616340637207,-3.4111785888671875,-75.8679,-78.2558,100,91.58999521329717,-79.6486,-78.4573,0,23.302651243404362,-72.9406,-73.5923,100,65.73934514695809,-74.6743,-74.5387,0,46.615184895754545,-77.0136,-78.0653,100,74.11012121994608
